Reference Year,Facility Name,City,Province,Total Emissions (CO2e)
2022,Firebag,FT. MCMURRAY,Alberta,5400305.37
2022,Suncor Energy Inc. Oil Sands,Fort McMurray,Alberta,7719102.483
2022,St. Clair Ethanol Plant,Mooretown,Ontario,138546.2706
2022,PETROMET BIGSTONE WEST FIR 14-28-59-22,,Alberta,58802.514
2022,PETROMET WILD RIVER 10-20 PLANT,,Alberta,63341.25671
2022,102078290 Saskatchewan Ltd.,Belle Plaine,Saskatchewan,67089.7488
2022,Tolko High Level Lumber Division,High Level,Alberta,25823.0077
2022,Toyota Motor Manufacturing Canada Inc. (Cambridge),Cambridge,Ontario,91058.242
2022,Heating Plant,EDMONTON,Alberta,215432.1642
2022,University of Windsor,WINDSOR,Ontario,18998.9563
2022,Aitken Creek Gas Storage_LFO,Fort St John,British Columbia,77162.6144
2022,Thompson Operations,Thompson,Manitoba,20213.59951
2022,Voisey's Bay Mine Site,HAPPY VALLEY-GOOSE BAY,Newfoundland and Labrador,148256.2948
2022,Station d'Ã©puration des eaux usÃ©es Jean-R.-Marcotte,MontrÃ©al,Quebec,73570.6165
2022,St. Nicephore Landfill,St. Nicephore,Quebec,151998.0166
2022,Cache Creek Landfill,Cache Creek,British Columbia,37342.75078
2022,"Quesnel River Pulp, a division of West Fraser Mills Ltd.",Quesnel,British Columbia,60905.37058
2022,"Ranger Board, a division of West Fraser Mills Ltd.",Blue Ridge,Alberta,27698.158
2022,Whitecourt Electric Power Generating Facility,Whitecourt,Alberta,5377.843582
2022,"Glencore Canada Corporation, CCR refinery",MONTRÃAL-EST,Quebec,56829.0745
2022,Glencore Canada Corporation - Fonderie Horne,Rouyn-Noranda,Quebec,191933.0126
2022,Sudbury Operations Mines Mill - Onaping Area,Onaping,Ontario,28174.835
2022,Global Contract Inc.,North York,Ontario,2005.5193
2022,IncinÃ©rateur,QuÃ©bec,Quebec,100025.01
2022,Site d'enfouissement Saint-Tite-des-Caps,Saint-Tite-des-Caps,Quebec,18793.32
2022,Snap Lake Mine,Snap Lake,Northwest Territories,10533.00461
2022,Varennes Facility,VARENNES,Quebec,199137.4118
2022,ADM AGRI-INDUSTRIES - ADM Lloydminster,Lloydminster,Alberta,55476.5018
2022,Division Meadowbank,BAKER LAKE,Nunavut,248770.5259
2022,Mine de Fire Lake,Mont-Wright,Quebec,53799.3243
2022,Beaver Regional Landfill,Beaver County,Alberta,32747.39958
2022,Saint John LNG Marine Terminal & Multi-Purpose Pier,Saint John,New Brunswick,11447.3038
2022,CEVPC 720 Beatty Street,VANCOUVER,British Columbia,102874.8613
2022,City of Thunder Bay Solid Waste and Recycling Facility,Thunder Bay,Ontario,19777.9664
2022,Clean Harbors Canada Inc. [Corunna],Corunna,Ontario,66536.016
2022,Algar,Fort McMurray,Alberta,296502.6122
2022,Descor Industries Inc.,Markham,Ontario,456.0192
2022,Hythe Brainard Sour Gas Plant,,Alberta,124552.4991
2022,Crossfield Energy Centre,CROSSFIELD,Alberta,120886.0006
2022,London District Energy,LONDON,Ontario,49076.029
2022,Global Upholstery,Downsview,Ontario,3698.04
2022,Englehart Oriented Strand Board Plant,Englehart,Ontario,11852.072
2022,CST Coal,MD of Greenview,Alberta,80166.5737
2022,Mount Polley Mine,Likely,British Columbia,31807.1599
2022,Ivaco Rolling Mills,L'Orignal,Ontario,102892.4914
2022,Macassa Mine,Kirkland Lake,Ontario,24254.4962
2022,VSC,Sainte-Catherine,Quebec,43900.838
2022,MEG Christina Lake Cogeneration Facility,REGIONAL MUNICIPALITY OF WOOD BUFFALO,Alberta,1219916.428
2022,MOSAIC POTASH ESTERHAZY - K2 SITE,Esterhazy,Saskatchewan,112676.2402
2022,New Forest Paper Mills LP,Scarborough,Ontario,74094.5814
2022,Thorold Cogen Generating Station,Thorold,Ontario,332868.7029
2022,PotashCorp Rocanville,Rocanville,Saskatchewan,129754.0861
2022,Genesee Mine,Warburg,Alberta,49147.40881
2022,Cliff Central Heating and Cooling Plant,Ottawa,Ontario,34229.368
2022,HUMBERSTONE LANDFILL,Welland,Ontario,53813.172
2022,GFL Environmental inc.,Ste-CÃ©cile-de-Milton,Quebec,12581.381
2022,Sanofi Pasteur Limited,Toronto,Ontario,43649.236
2022,Ermine Power Station,Rural Municipality of Oakdale,Saskatchewan,179266.4667
2022,West Doe Gas Plant,Peace River Regional District,British Columbia,43699.18294
2022,Leismer SAGD Bitumen Battery,Conklin,Alberta,469826.0146
2022,Felix Schoeller inc,Drummondville,Quebec,14924.34762
2022,Skookumchuck Operation,Skookumchuck,British Columbia,64602.4227
2022,Tenaris Algoma Tubes,Sault Ste. Marie,Ontario,80985.437
2022,Main Campus,London,Ontario,50641.77777
2022,Canfor Green Energy Combined Heat and Power Plant,Grande Prairie,Alberta,10341.3782
2022,Halton Hills Generating Station,Halton Hills,Ontario,956351.147
2022,St George Campus,Toronto,Ontario,77506.76
2022,Magog Landfill Bestan Inc.,Magog,Quebec,49083.0076
2022,Willow Creek Mine,Chetwynd,British Columbia,99499.72874
2022,Edson O.S.B.,Edson,Alberta,16596.57422
2022,Keele Campus,Toronto,Ontario,50940.61205
2022,Mercer Celgar Limited Partnership,Castlegar,British Columbia,116132.3864
2022,Carson Creek GP 4-23,Whitecourt,Alberta,23532.41779
2022,Quebec Silicon LP,BÃ©cancour,Quebec,194620.9525
2022,POTASH CORP - LANIGAN DIVISION,Lanigan,Saskatchewan,97579.8087
2022,Montney Gas Processing and Production IF-a,Fort St. John,British Columbia,146346.8731
2022,Glacier Sour Gas Plant 05-02,,Alberta,249085.4256
2022,Emerald Energy from Waste Inc.,Brampton,Ontario,92014.971
2022,111 Progress,Scarborough,Ontario,40522.1569
2022,Brampton Brick Limited,Brampton,Ontario,53090.83
2022,Collingwood Distillery,Collingwood,Ontario,16465.088
2022,Northern Prairie Thermal Electric Power Plant,Sexsmith,Alberta,370294.9883
2022,Mine Canadian Malartic GP,Malartic,Quebec,194870.982
2022,DAPP Power LP Plant,WESTLOCK,Alberta,4613.12
2022,Usine de Valleyfield,Salaberry-de-Valleyfield,Quebec,127.898
2022,Horn River Comp Stn c-067-K,FORT NELSON,British Columbia,39771.8998
2022,Hythe Comp Stn A-005-G,Dawson Creek,British Columbia,67979.6614
2022,"Gerdau Ameristeel Corporation, Manitoba Mill",Selkirk,Manitoba,48052.2191
2022,Gibraltar Mine (SFO),MCLEESE LAKE,British Columbia,122389.2237
2022,Hope Bay Project,CAMBRIDGE BAY,Nunavut,34499.68038
2022,Kawartha Ethanol Inc.,Havelock,Ontario,41350.9458
2022,Emballages Krupack Place Turcot,MontrÃ©al,Quebec,35346.17345
2022,Methanex Medicine Hat Methanol Plant,Medicine Hat,Alberta,399148.25
2022,Bridgewater Plant,Bridgewater,Nova Scotia,4521.0
2022,Waterville Plant,Waterville,Nova Scotia,20068.13
2022,Pictou County Plant,New Glasgow,Nova Scotia,20787.66956
2022,Spy Hill Generating Station,RURAL MUNICIPALITY OF SPY HILL,Saskatchewan,55460.7382
2022,Waskada 11-30-001-25 W1M,Waskada,Manitoba,18042.18
2022,Peyto Nosehill 11-21-055-20W5,,Alberta,68144.2157
2022,Tattoo d-068-B/094-O-15 Compressor Station,Northen Rockies,British Columbia,27933.6827
2022,ROXUL Inc.,Milton,Ontario,64585.832
2022,Global File Inc.,Concord,Ontario,1791.564
2022,Wolf Lake Sweet Gas Plant,,Alberta,61682.59267
2022,Shepard Landfill,Calgary,Alberta,24235.5235
2022,Honda of Canada Mfg.,Alliston,Ontario,58233.834
2022,Pikes Peak South Thermal 05-07-049-23W3,WASECA,Saskatchewan,319635.7614
2022,Tupper West 5-1 Gas Plant,Peace River District,British Columbia,95575.55489
2022,Tupper Main Gas Plant A-21-B/093-P-09,Peace River District,British Columbia,67480.8692
2022,Musreau Gas Plant,Greenview No. 16,Alberta,60071.411
2022,CORY,Saskatoon,Saskatchewan,63840.1384
2022,Patience Lake Division,Saskatoon,Saskatchewan,59713.7938
2022,PROFILE INDUSTRIES INC.,Toronto,Ontario,2538.272
2022,Lieu d'enfouissement technique,Saint-Ãtienne-des-GrÃ¨s,Quebec,78707.7133
2022,Lieu enfouissement technique de Champlain,Champlain,Quebec,41202.40629
2022,Yellowhead Power Station,North Battleford,Saskatchewan,121311.474
2022,Mine du Lac Bloom,Fermont,Quebec,92877.67275
2022,Spec Furniture,Toronto,Ontario,760.97602
2022,Farrell Creek B-88-I,Fort St. John,British Columbia,48032.65
2022,Kaybob Gas Plant,FOX CREEK,Alberta,48758.93913
2022,Central Heating and Cooling Plant,Calgary,Alberta,70166.7301
2022,University of Saskatchewan,Saskatoon,Saskatchewan,61585.91
2022,York Energy Centre,Newmarket,Ontario,35724.1523
2022,DÃ©pÃ´t Rive-Nord,St-Thomas,Quebec,40392.849
2022,Mackay River Commercial Program,Calgary,Alberta,558408.2257
2022,Apex Utilities Inc.,Leduc,Alberta,31983.72
2022,"Gerdau Ameristeel Corporation, Cambridge Mill",Cambridge,Ontario,16046.93586
2022,Meadow Lake Power Station,MEADOW LAKE,Saskatchewan,767.097408
2022,Kirby South 13-21-73-7W4,,Alberta,574517.232
2022,"Cascades Papier Kingsey Falls, une division de Cascades Canada ULC",Kingsey Falls,Quebec,64116.29902
2022,Spyhill Landfill,Calgary,Alberta,40790.5777
2022,Paradise Hill Thermal 08-27-053-24W3,PARADISE HILL,Saskatchewan,111517.9002
2022,Kearl Oil Sands Processing Plant and Mine,Fort McKay,Alberta,3156395.792
2022,Centrale de cogÃ©nÃ©ration Ã  la biomasse,Sherbrooke,Quebec,69571.5657
2022,North Battleford G.S.,RM OF NORTH BATTLEFORD,Saskatchewan,820334.2753
2022,Landis Power Station,LANDIS,Saskatchewan,28848.23687
2022,Centre technologique AES,Chicoutimi,Quebec,60186.75508
2022,Dawson Gas Plant,BESSBOROUGH,British Columbia,108788.5478
2022,"TransCanada Pipeline, Quebec",Les CÃ¨dres,Quebec,34503.54321
2022,Twin Creeks Landfill (formerly Warwick Landfill),Watford,Ontario,373048.5317
2022,Sunrise Gas Plant (03-18-080-17W6) - TOU,Taylor,British Columbia,58360.16561
2022,Detour Lake Project,Cochrane,Ontario,272159.2112
2022,Meridian Lightweight Technologies Inc,Strathroy,Ontario,60036.596
2022,Meridian Lightweight Technologies Inc. Plant E,Strathroy,Ontario,73136.293
2022,Parkland Gas Plant 03-09,,British Columbia,44356.57848
2022,Kaybob East 16-03,Fox Creek,Alberta,18309.4625
2022,Kaybob West 07-14,Fox Creek,Alberta,32465.37657
2022,Saxon 10-19,Fox Creek,Alberta,20902.9092
2022,03-22-78-12-W6M,BONANZA,Alberta,226570.9161
2022,Wembley Gas Plant,WEMBLEY,Alberta,48777.24992
2022,Viewfield Sour Gas Plant 13-05,Stoughton,Saskatchewan,47482.3771
2022,Shepard Energy Centre,Calgary,Alberta,2462410.586
2022,Sandall Thermal 06-14-051-24W3,LLOYDMINSTER,Saskatchewan,146475.2192
2022,LES FORGES DE SOREL CIE - ST-JOSEPH-DE-SOREL,St-Joseph-de-Sorel,Quebec,43151.573
2022,Mosaic Potash Colonsay,Colonsay,Saskatchewan,40839.6605
2022,Myra Falls Mine Ltd.,Campbell River,British Columbia,26433.74004
2022,Kakwa River Gas Plant 08-13-063-05W6,Calgary,Alberta,201499.9871
2022,Redwater Fractionation and Storage Facility,Redwater,Alberta,147601.07
2022,Saturn Deepcut Gas Plant 12-36,Greenview No. 16,Alberta,123985.2135
2022,Peyto Swanson 12-31-053-19W5,,Alberta,81651.7261
2022,Aluminerie Arvida - Centre technologique AP60,JonquiÃ¨re,Quebec,96482.00885
2022,Saturn Gas Processing and Production IF-a,Fort St. John,British Columbia,4488.26579
2022,Slave Lake Pulp,Slave Lake,Alberta,69387.48704
2022,Banshee Gas Plant (15-12-050-21W5) - TOU,Yellowhead County,Alberta,72844.1076
2022,West Doe Gas Plant (13-25-080-16W6) - TOU,Dawson Creek,British Columbia,69653.5799
2022,Spirit River 06-03-078-07W6 Battery,Grand Prairie,Alberta,44000.5437
2022,Musreau Gas Plant (08-13-062-06W6) - TOU,Grande Cache,Alberta,75048.1258
2022,Wildriver Gas Plant (14-20-056-23W5) - TOU,Hinton,Alberta,92545.3142
2022,TRT ETGO du QuÃ©bec inc.,BÃ©cancour,Quebec,49856.42433
2022,Blair Creek Comp Stn d-058-F,,British Columbia,21245.49202
2022,Gordondale Sour Gas Plant 16-31,,Alberta,112551.0332
2022,AOC Hangingstone SAGD,Fort McMurray,Alberta,274746.0644
2022,Durham York Energy Centre,Courtice,Ontario,80626.71894
2022,Ferrier Comp Stn 13-05,CALGARY,Alberta,100430.9352
2022,Fort Saskatchewan Plant,FORT SASKATCHEWAN,Alberta,127568.5161
2022,Guelph Campus,Guelph,Ontario,42691.71954
2022,JBS Foods Canada Inc.,Brooks,Alberta,82236.934
2022,Long Harbour Operations,Long Harbour,Newfoundland and Labrador,50091.11269
2022,Petyo Oldman North 14-17-055-21W5,,Alberta,71545.3538
2022,Rush Lake Thermal Pilot & Commercial 12-03-048-21W3,PAYNTON,Saskatchewan,251378.8195
2022,Canadian Natural Upgrading Limited Muskeg River Mine and Jackpine Mine,Fort McMurray,Alberta,1878329.987
2022,Sundance 15-07-054-21W5 Gas Plant,CALGARY,Alberta,41547.5941
2022,Sunrise Thermal,Fort McKay,Alberta,1194751.649
2022,West Cadotte Power Plant,west cadotte,Alberta,95302.29448
2022,LINDBERGH SAGD 04-25,CALGARY,Alberta,465691.9739
2022,Glenridge Landfill Site,St. Catharines,Ontario,44421.72
2022,SAULT STE. MARIE MUNICIPAL LANDFILL,Sault Ste. Marie,Ontario,55336.95908
2022,Air Liquide Canada - BÃ©cancour Plan 2,BÃ©cancour,Quebec,53072.6541
2022,Division GEA Houle,Drummondville,Quebec,990.121
2022,Fleet Street Landfill Site,Regina,Saskatchewan,87133.8818
2022,Charlottetown Thermal Generating Station,Charlottetown,Prince Edward Island,1594.4069
2022,ALBERTA NEWSPRINT,Whitecourt,Alberta,228526.9666
2022,MSSC Canada,Chatham,Ontario,39324.582
2022,Lator #2 01-21-063-02W6,Lator,Alberta,62955.6
2022,Karr 07-11-064-04W6,Calgary,Alberta,99857.7
2022,Otter Lake Landfill,Lakeside,Nova Scotia,35344.07753
2022,Mary River Mine Site,,Nunavut,97400.24422
2022,North Portal Sour Gas Plant 01-09,NORTH PORTAL,Saskatchewan,73430.6988
2022,Windsor Plant,Windsor,Ontario,43996.18602
2022,Port Hawkesbury Biomass Cogeneration Power Plant,Point Tupper,Nova Scotia,40187.51057
2022,Edam East Thermal 05-08-048-19W3,LLOYDMINSTER,Saskatchewan,292037.8607
2022,Vawn Thermal 16-01-048-19W3,LLOYDMINSTER,Saskatchewan,256952.4781
2022,Cargill Limited Clavet - Oilseed Processing,Clavet,Saskatchewan,62080.12525
2022,Peyto Brazeau 06-12-044-13W5,,Alberta,83014.8556
2022,Tafisa Canada,Lac-MÃ©gantic,Quebec,8021.807
2022,Altares Gas Plant b-72-A,,British Columbia,153243.2942
2022,Williams Mine,MARATHON,Ontario,21275.805
2022,McCain Foods (Canada) GRAND FALLS,Grand Falls,New Brunswick,36299.5012
2022,Meliadine Gold Project,Rankin Inlet,Nunavut,131228.8099
2022,Coronation Landfill,Coronation,Alberta,71428.40807
2022,Lieu d'enfouissement technique,Rimouski,Quebec,38125.564
2022,"FLORENCEVILLE, NEW BRUNSWICK",Florenceville-Bristol,New Brunswick,19507.99101
2022,Usine de St-JÃ©rÃ´me,St-JÃ©rÃ´me,Quebec,59282.5057
2022,Kaybob Gas Plant 15-31,Grande Prairie,Alberta,52356.2384
2022,Atlantic Wallboard,Saint John,New Brunswick,44602.3121
2022,Brucejack Gold Mine,Stewart,British Columbia,30516.9495
2022,Dumur Industries,White City,Saskatchewan,0.266804
2022,Watson Lake Power Plant,Watson Lake,Yukon,10681.11303
2022,Red Deer Batch Plant,RED DEER,Alberta,4229.333997
2022,Camrose Batch Plant,Camrose,Alberta,3109.229634
2022,Flakeboard,St. Stephen,New Brunswick,20405.2106
2022,Hinton Batch Plant,Hinton,Alberta,702.904967
2022,Border Paving 20010,Stony Plain,Alberta,2333.356486
2022,Stony Plain Batch Plant,STONY PLAIN,Alberta,342.74214
2022,Red Deer Main Office,Red Deer,Alberta,987.676469
2022,Border Paving 20011,Parker Pit,Alberta,1554.459121
2022,Red Deer Truck Shop,Red Deer,Alberta,5027.326985
2022,Seabee,Saskatoon,Saskatchewan,15057.8898
2022,Atholville Mill,Atholville,New Brunswick,15648.337
2022,Scotford Hydrogen Facility,Fort Saskatchewan,Alberta,979910.1451
2022,DEPARTMENT OF Facilities Management,Fredericton,New Brunswick,10594.601
2022,Milne Port Site,,Nunavut,85136.35519
2022,SILVER CITY GALVANIZING - DELTA,Delta,British Columbia,5924.8602
2022,SOCIÃTÃ EN COMMANDITE REVENU NORANDA - VALLEYFIELD,Salaberry de Valleyfield,Quebec,48689.94303
2022,Casa Berardi,Eeyou Istchee,Quebec,30075.496
2022,La Mine Niobec,Saint-HonorÃ©,Quebec,14233.962
2022,McClean Lake Operations,Saskatoon,Saskatchewan,25360.46139
2022,MOSAIC POTASH ESTERHAZY - K1 SITE,REGINA,Saskatchewan,48434.6321
2022,Victor Mine,Kenora,Ontario,11509.793
2022,La mine Doyon,Preissac,Quebec,15713.2907
2022,Timmins Micronizing Plant,Timmins,Ontario,11069.286
2022,Key Lake Operation,Saskatoon,Saskatchewan,26670.6371
2022,Sheerness Mine,Hanna,Alberta,6459.67767
2022,Paintearth Mine,Forestburg,Alberta,3289.7313
2022,Poplar River Mine,Coronach,Saskatchewan,17039.79688
2022,Island Gold Mine,Dubreuilville,Ontario,15751.93
2022,GODERICH PLANT,Goderich,Ontario,19181.838
2022,Nepheline Syenite Operations,Havelock,Ontario,11729.04077
2022,HBMS Chisel Lake Mine,Snow Lake,Manitoba,27215.776
2022,McArthur River Operation,Saskatoon,Saskatchewan,20506.5704
2022,Cigar Lake Operation,Sasktoon,Saskatchewan,25207.5178
2022,Porcupine Gold Mines,South Porcupine,Ontario,55281.004
2022,ADM AGRI-INDUSTRIES - ADM Candiac,Candiac,Quebec,30162.12846
2022,Impala Canada Ltd.,Thunder Bay,Ontario,56483.44793
2022,Meridian Brick - Burlington,BURLINGTON,Ontario,20004.15198
2022,Meridian Brick - Aldershot,ALDERSHOT,Ontario,35915.3412
2022,Lake Shore Gold Timmins West Mine,Timmins,Ontario,14338.045
2022,McEwen Ontario Black Fox Mine,Matheson,Ontario,9059.2387
2022,Bell Creek Complex,Porcupine,Ontario,11321.42408
2022,Brassey Gas Processing and Production IF-a,PEACE RIVER E,British Columbia,20909.48384
2022,Sunset Gas Processing and Production IF-a,Peace River D,British Columbia,14648.30048
2022,Houweling Nurseries Ltd. - Delta,Delta,British Columbia,25665.71873
2022,Windset Farms (Canada) Ltd. - Ladner,Delta,British Columbia,32610.53975
2022,Dawson Sour Gas Plant 05-35,,British Columbia,16365.33331
2022,Dawson Comp Stn 01-34,,British Columbia,15746.08263
2022,Masset Diesel Generating Station,MASSET,British Columbia,18555.07269
2022,"Coastland Wood Industries Ltd., Annacis Division",Delta,British Columbia,27860.75965
2022,South Hiding Creek Comp Station B-053-A,,British Columbia,11962.2
2022,Ring Border c-81-I/94-H-9,,British Columbia,14490.55
2022,Dawson Creek Comp Stn 09-15,Dawson Creek,British Columbia,35315.1471
2022,Hythe Comp Stn D-033-I,Dawson Creek,British Columbia,42965.7763
2022,Hythe Comp Stn D-019-H,Dawson Creek,British Columbia,22681.6303
2022,Hay Gas Plant,,British Columbia,16014.5083
2022,Lantic Inc. - Vancouver Refinery,VANCOUVER,British Columbia,33206.1636
2022,Martin Creek Sour Gas Plant (b-002-E/094-H-06) - TOU,,British Columbia,14460.01101
2022,Heffley Creek Division,Kamloops,British Columbia,27072.059
2022,Lavington Planer Mill,Lavington,British Columbia,18636.0182
2022,Village Farms - Delta I,Delta,British Columbia,16023.7362
2022,West Coast Reduction Ltd.,Vancouver,British Columbia,32699.9025
2022,CIPA Lumber Co. Ltd.,"Annacis Island, Delta",British Columbia,31224.179
2022,Burrard Products Terminal,Port Moody,British Columbia,12613.4934
2022,Murray River Comp Stn C-033-J,,British Columbia,35619.41
2022,West Eagle Comp Stn 02-01,,British Columbia,10327.92
2022,Fort McMurray Class 1 Composting Facility,Fort McMurray,Alberta,3265.114
2022,Wroe 08-12-057-25W5 Compressor,Wroe,Alberta,51826.5938
2022,Laprise Main Battery (D-030-E/094-H-05),Peace River,British Columbia,17248.39955
2022,Parkland Comp Stn 08-13,,British Columbia,12825.00822
2022,Septimus Sweet Gas Plant 12-27,,British Columbia,38196.85863
2022,Doe 01-32-80-15W6 Compressor,Dawson Creek,British Columbia,34632.55453
2022,Navan Landfill,Ottawa,Ontario,32084.55006
2022,West Pembina Battery and Compressor,Township 050,Alberta,12523.71088
2022,Granada Gas Plant,Township 052,Alberta,14122.58189
2022,Wapiti Compressor Station 07-22,Wapiti,Alberta,30962.63639
2022,Eta Lake Gas Plant,Township 051,Alberta,14112.85616
2022,KUNTZ ELECTROPLATING INC.,Kitchener,Ontario,7865.46864
2022,CertainTeed Insulation Ottawa,Ottawa,Ontario,12464.9137
2022,Gibbons Site,Gibbons,Alberta,20036.952
2022,DALSA SEMICONDUCTOR - BROMONT,Bromont,Quebec,27234.87
2022,Edmonton Plant,Edmonton,Alberta,19325.6139
2022,ALBERTA DISTILLERS,Calgary,Alberta,37420.35417
2022,BIOX Canada Limited,Hamilton,Ontario,3049.676945
2022,Ante Creek North Sour Gas Plant 02-26,,Alberta,12189.70321
2022,Oil Recovery Division,Breslau,Ontario,39008.85185
2022,CARBERRY FACTORY,Carberry,Manitoba,26943.22
2022,Mitsue Sour GP 10-30-72-4W5,SLAVE LAKE,Alberta,29126.14342
2022,Slave Lake Sour Gas Plant 09-15,,Alberta,41993.776
2022,Pembalta #7 Sour Gas Plant 04-34,,Alberta,14917.7925
2022,Willesden Green Sweet Gas Plant 14-01,,Alberta,19825.2979
2022,CFB/ BFC Halifax - Parc Windsor Park,Halifax,Nova Scotia,28943.6019
2022,Toronto Plant,Toronto,Ontario,19138.7732
2022,Hussar Gas Plant 13-36-024-21W4,Hussar,Alberta,38704.39787
2022,Obed 01-21-055-23W5 Compressor,OBED,Alberta,13179.8793
2022,LRE - Edson Gas Plant 01-13,Edson,Alberta,20638.0423
